Bike Name,Model,Manufacturer,Avg Lifespan (years),Demand,Base Price (INR),Base Price (USD)
Cruiser,ZR700,Yamaha,6,Low,186306,2235.67
Speedster,X100,KTM,15,High,154578,1854.94
Rogue,MX200,Suzuki,5,Medium,187760,2253.12
Storm,GT500,Yamaha,5,Low,108206,1298.47
Falcon,MX200,KTM,8,Medium,143110,1717.32
Rogue,ZR700,Yamaha,6,High,58057,696.68
Falcon,MX200,Yamaha,10,Medium,168788,2025.46
Racer,GT500,Honda,9,Medium,74326,891.91
Speedster,X100,Suzuki,7,Medium,128303,1539.64
Racer,GT500,KTM,12,High,68090,817.08
Cruiser,MX200,Honda,6,High,113653,1363.84
Cruiser,X100,BMW,15,Low,102969,1235.63
Storm,TX900,Hero,10,Medium,55841,670.09
Rogue,MX200,BMW,10,High,162781,1953.37
Speedster,MX200,Yamaha,10,Medium,151213,1814.56
Falcon,GT500,Suzuki,8,Low,145208,1742.5
Falcon,MX200,BMW,12,High,135142,1621.7
Racer,ZR700,BMW,13,Medium,53623,643.48
Rogue,GT500,Suzuki,8,Medium,103005,1236.06
Cruiser,GT500,Honda,15,Low,191571,2298.85
Rogue,MX200,Honda,5,Medium,162654,1951.85
Falcon,GT500,Yamaha,10,High,72214,866.57
Storm,MX200,Honda,10,High,91704,1100.45
Falcon,X100,KTM,14,Low,86876,1042.51
Falcon,TX900,KTM,10,Low,116194,1394.33
Storm,X100,BMW,11,Low,100835,1210.02
Speedster,TX900,Honda,9,Low,135570,1626.84
Racer,GT500,KTM,7,High,53682,644.18
Racer,MX200,Suzuki,15,High,191246,2294.95
Storm,ZR700,KTM,5,Low,132492,1589.9
Rogue,TX900,Hero,12,Medium,110702,1328.42
Falcon,MX200,Honda,15,High,83174,998.09
Cruiser,GT500,Yamaha,8,High,54765,657.18
Rogue,Pro300,Honda,8,Medium,66295,795.54
Storm,Pro300,Yamaha,5,High,101983,1223.8
Speedster,GT500,Suzuki,9,High,109767,1317.2
Falcon,X100,Yamaha,14,High,154143,1849.72
Storm,GT500,Suzuki,10,Low,98039,1176.47
Cruiser,Pro300,KTM,10,Low,165085,1981.02
Falcon,ZR700,BMW,11,Medium,157505,1890.06
Cruiser,GT500,Honda,10,High,175569,2106.83
Cruiser,MX200,Suzuki,5,Low,75660,907.92
Cruiser,MX200,Hero,15,High,100146,1201.75
Rogue,Pro300,Hero,6,Medium,166139,1993.67
Cruiser,ZR700,KTM,14,Medium,198153,2377.84
Falcon,GT500,Honda,5,Low,177121,2125.45
Speedster,Pro300,Hero,6,High,82869,994.43
Storm,MX200,BMW,7,Low,75053,900.64
Storm,X100,Suzuki,8,Low,143668,1724.02
Speedster,MX200,Yamaha,7,Medium,119957,1439.48
Cruiser,MX200,Hero,5,Medium,188548,2262.58
Speedster,X100,Hero,5,Low,110966,1331.59
Cruiser,GT500,KTM,11,Low,154205,1850.46
Storm,X100,KTM,8,Medium,148887,1786.64
Storm,Pro300,Hero,9,High,196827,2361.92
Falcon,TX900,Honda,5,Medium,80949,971.39
Cruiser,GT500,Yamaha,9,High,151513,1818.16
Falcon,ZR700,Yamaha,10,High,89693,1076.32
Racer,TX900,Hero,15,Medium,118874,1426.49
Falcon,Pro300,BMW,13,Medium,98938,1187.26
Speedster,TX900,Yamaha,6,High,174291,2091.49
Falcon,MX200,Yamaha,12,Low,195672,2348.06
Speedster,Pro300,Hero,12,High,110292,1323.5
Racer,ZR700,Suzuki,15,Medium,127681,1532.17
Falcon,ZR700,Honda,13,High,113655,1363.86
Racer,X100,Hero,5,High,115813,1389.76
Rogue,ZR700,Hero,12,Low,76692,920.3
Speedster,TX900,Yamaha,15,Low,125006,1500.07
Falcon,TX900,KTM,7,High,52818,633.82
Falcon,MX200,Suzuki,8,Medium,144488,1733.86
Speedster,X100,Suzuki,8,High,175429,2105.15
Rogue,TX900,Hero,11,High,165413,1984.96
Speedster,TX900,KTM,6,High,69826,837.91
Racer,TX900,Yamaha,6,Low,81307,975.68
Rogue,MX200,Hero,9,Low,140311,1683.73
Falcon,Pro300,Yamaha,7,High,108495,1301.94
Racer,Pro300,Honda,7,High,127399,1528.79
Speedster,ZR700,KTM,9,High,100638,1207.66
Rogue,TX900,Hero,8,Medium,118907,1426.88
Rogue,MX200,Hero,6,Medium,157328,1887.94
Racer,ZR700,Yamaha,11,Low,64594,775.13
Speedster,Pro300,Hero,7,Low,56984,683.81
Cruiser,Pro300,Honda,12,Low,186014,2232.17
Falcon,TX900,Yamaha,6,High,116690,1400.28
Storm,X100,Yamaha,9,Low,175628,2107.54
Speedster,ZR700,Suzuki,5,High,79124,949.49
Cruiser,GT500,Suzuki,12,High,185188,2222.26
Falcon,TX900,Yamaha,6,Low,105580,1266.96
Racer,ZR700,Hero,10,Low,51994,623.93
Storm,MX200,Honda,5,High,133407,1600.88
Racer,TX900,KTM,5,Medium,52430,629.16
Rogue,MX200,KTM,5,High,91223,1094.68
Cruiser,TX900,Honda,11,Medium,86526,1038.31
Falcon,X100,BMW,13,High,122257,1467.08
Racer,X100,Hero,6,Medium,119480,1433.76
Cruiser,ZR700,Hero,14,Medium,149659,1795.91
Speedster,Pro300,Honda,13,Medium,96867,1162.4
Rogue,Pro300,Suzuki,13,Medium,120904,1450.85
Racer,X100,Hero,7,Low,110641,1327.69
Speedster,ZR700,Honda,14,Medium,64433,773.2
Racer,Pro300,Hero,10,Medium,125024,1500.29
Storm,TX900,KTM,9,Low,53784,645.41
Speedster,Pro300,Honda,15,Low,112399,1348.79
Speedster,MX200,Suzuki,7,Medium,147913,1774.96
Storm,MX200,Hero,5,High,77257,927.08
Storm,X100,Yamaha,11,Medium,152194,1826.33
Racer,ZR700,Yamaha,15,High,177608,2131.3
Racer,MX200,Hero,8,Medium,179773,2157.28
Storm,GT500,Honda,8,High,181075,2172.9
Storm,TX900,Honda,6,Medium,160412,1924.94
Falcon,ZR700,Honda,11,High,182944,2195.33
Cruiser,GT500,Honda,15,Medium,162502,1950.02
Rogue,GT500,KTM,11,Medium,193890,2326.68
Storm,TX900,Hero,8,Medium,149345,1792.14
Racer,GT500,Suzuki,9,High,71483,857.8
Rogue,Pro300,Yamaha,10,High,101115,1213.38
Cruiser,MX200,Honda,9,Medium,73690,884.28
Storm,Pro300,Suzuki,14,Low,169604,2035.25
Speedster,TX900,Yamaha,9,Low,126187,1514.24
Storm,Pro300,Suzuki,11,Medium,109731,1316.77
Falcon,X100,Yamaha,8,Low,81416,976.99
Cruiser,X100,Honda,11,High,189458,2273.5
Speedster,GT500,Suzuki,5,Medium,181657,2179.88
Storm,MX200,Suzuki,12,Low,178341,2140.09
Racer,X100,KTM,6,Low,89770,1077.24
Rogue,TX900,Yamaha,9,Medium,84207,1010.48
Rogue,MX200,Suzuki,9,Low,77394,928.73
Falcon,MX200,KTM,6,High,53316,639.79
Falcon,TX900,Honda,13,Low,168388,2020.66
Falcon,Pro300,Suzuki,12,Low,155843,1870.12
Speedster,TX900,Hero,7,High,110952,1331.42
Speedster,GT500,Suzuki,10,Medium,195368,2344.42
Rogue,MX200,Yamaha,14,High,181333,2176
Rogue,GT500,Hero,13,Medium,120331,1443.97
Rogue,TX900,Yamaha,13,Low,190195,2282.34
Racer,TX900,Suzuki,7,Low,92650,1111.8
Storm,GT500,KTM,9,Low,113851,1366.21
Rogue,MX200,Honda,12,High,57257,687.08
Rogue,MX200,Yamaha,10,High,90833,1090
Cruiser,ZR700,Yamaha,10,Low,116326,1395.91
Falcon,MX200,Suzuki,13,Low,101926,1223.11
Rogue,TX900,Yamaha,5,High,178406,2140.87
Speedster,TX900,Suzuki,14,High,73977,887.72
Cruiser,TX900,KTM,5,Low,82852,994.22
Racer,MX200,Honda,9,Low,122809,1473.71
Rogue,MX200,Yamaha,7,Low,124056,1488.67
Falcon,ZR700,Hero,14,Medium,183043,2196.52
Cruiser,Pro300,Hero,8,High,168863,2026.36
Racer,GT500,Suzuki,9,Low,84788,1017.46
Rogue,X100,KTM,9,Medium,124932,1499.18
Racer,MX200,Hero,13,High,112909,1354.91
Speedster,Pro300,KTM,7,High,88209,1058.51
Rogue,TX900,KTM,5,High,152332,1827.98
Racer,ZR700,Suzuki,12,High,106049,1272.59
Cruiser,MX200,Hero,12,Low,93841,1126.09
Speedster,MX200,Honda,15,Low,139743,1676.92
Storm,Pro300,KTM,9,Low,164940,1979.28
Racer,X100,Honda,6,Medium,111925,1343.1
Racer,Pro300,Suzuki,14,High,117179,1406.15
Rogue,GT500,KTM,8,High,186187,2234.24
Rogue,Pro300,BMW,11,High,131200,1574.4
Falcon,TX900,Honda,10,High,123969,1487.63
Racer,TX900,Yamaha,9,Medium,196648,2359.78
Rogue,ZR700,Yamaha,9,High,83757,1005.08
Speedster,Pro300,Hero,14,High,189900,2278.8
Racer,MX200,Honda,12,High,128189,1538.27
Storm,ZR700,BMW,8,Low,77592,931.1
Racer,TX900,Hero,8,Low,82264,987.17
Falcon,GT500,Yamaha,15,High,178635,2143.62
Cruiser,MX200,KTM,13,Low,63910,766.92
Racer,MX200,Honda,7,High,177161,2125.93
Cruiser,X100,Yamaha,6,Low,186996,2243.95
Storm,Pro300,KTM,9,High,188754,2265.05
Storm,GT500,BMW,11,Low,171977,2063.72
Speedster,GT500,BMW,12,Low,121501,1458.01
Cruiser,X100,Hero,5,High,71346,856.15
Cruiser,GT500,KTM,15,Medium,151313,1815.76
Storm,MX200,Yamaha,9,High,87592,1051.1
Falcon,X100,Hero,6,High,88561,1062.73
Racer,X100,Hero,7,Low,145962,1751.54
Cruiser,MX200,Hero,12,Low,94999,1139.99
Storm,Pro300,KTM,8,High,166348,1996.18
Racer,GT500,KTM,12,Low,72580,870.96
Racer,GT500,KTM,8,High,110726,1328.71
Falcon,X100,Yamaha,14,Medium,95583,1147
Cruiser,TX900,BMW,13,High,140714,1688.57
Speedster,ZR700,Yamaha,7,High,122935,1475.22
Speedster,TX900,Hero,10,Low,126770,1521.24
Cruiser,Pro300,KTM,11,Medium,104907,1258.88
Rogue,Pro300,KTM,11,Low,85958,1031.5
Racer,ZR700,KTM,8,High,171188,2054.26
Storm,TX900,Hero,14,Low,73800,885.6
Speedster,GT500,KTM,7,High,82481,989.77
Cruiser,MX200,Suzuki,13,Low,184089,2209.07
Rogue,TX900,Yamaha,13,High,82980,995.76
Falcon,ZR700,Suzuki,7,Low,167368,2008.42
Speedster,ZR700,Suzuki,6,Medium,66290,795.48
Storm,MX200,Hero,8,Medium,129130,1549.56
Falcon,ZR700,BMW,11,Low,81037,972.44
Storm,X100,KTM,6,High,77136,925.63
Rogue,X100,Honda,11,Medium,192728,2312.74
Racer,X100,BMW,15,High,88887,1066.64
Storm,X100,Yamaha,12,Medium,189151,2269.81
Racer,MX200,KTM,7,High,190092,2281.1
Storm,Pro300,Hero,13,High,100780,1209.36
Racer,Pro300,Hero,8,Medium,74711,896.53
Falcon,X100,Suzuki,13,Low,98740,1184.88
Storm,Pro300,Yamaha,11,Medium,180116,2161.39
Storm,GT500,Hero,5,High,67180,806.16
Speedster,TX900,Honda,7,Medium,165142,1981.7
Storm,TX900,KTM,9,High,126658,1519.9
Racer,GT500,KTM,14,Low,111851,1342.21
Racer,MX200,Hero,13,High,192932,2315.18
Cruiser,TX900,Yamaha,9,Medium,169006,2028.07
Rogue,TX900,Honda,9,Low,140512,1686.14
Racer,MX200,Yamaha,12,High,145147,1741.76
Speedster,X100,Yamaha,15,Medium,172102,2065.22
Racer,Pro300,Yamaha,8,Low,128346,1540.15
Falcon,X100,Yamaha,10,High,172139,2065.67
Storm,GT500,Suzuki,13,Low,114496,1373.95
Rogue,GT500,KTM,10,Low,103923,1247.08
Falcon,MX200,Suzuki,14,Low,67101,805.21
Speedster,ZR700,BMW,13,Low,132064,1584.77
Racer,TX900,BMW,5,Medium,149818,1797.82
Speedster,Pro300,Hero,7,Medium,61246,734.95
Speedster,GT500,KTM,13,High,96017,1152.2
Racer,TX900,Hero,11,Medium,73014,876.17
Falcon,GT500,Honda,6,Low,160808,1929.7
Cruiser,Pro300,KTM,13,Low,179720,2156.64
Racer,MX200,KTM,13,Low,56231,674.77
Cruiser,X100,KTM,13,High,195974,2351.69
Storm,MX200,Hero,10,Low,197947,2375.36
Cruiser,ZR700,KTM,5,Low,156717,1880.6
Cruiser,X100,BMW,8,Medium,68570,822.84
Rogue,MX200,Honda,5,Low,50945,611.34
Falcon,ZR700,Yamaha,10,Low,71230,854.76
Speedster,X100,Suzuki,13,Medium,103540,1242.48
Cruiser,GT500,Yamaha,10,Low,135497,1625.96
Racer,ZR700,BMW,15,Medium,172631,2071.57
Racer,Pro300,Hero,10,Medium,57931,695.17
Cruiser,Pro300,KTM,7,High,134877,1618.52
Storm,Pro300,KTM,6,Low,133111,1597.33
Speedster,ZR700,KTM,8,High,117488,1409.86
Racer,ZR700,Hero,12,Medium,53921,647.05
Speedster,TX900,KTM,5,High,73694,884.33
Speedster,GT500,Yamaha,9,Low,53299,639.59
Falcon,Pro300,Suzuki,8,Low,186768,2241.22
Falcon,X100,Suzuki,15,High,190094,2281.13
Racer,TX900,Hero,5,Low,91858,1102.3
Racer,TX900,Honda,10,Medium,139663,1675.96
Cruiser,GT500,Hero,7,High,150900,1810.8
Speedster,ZR700,Yamaha,13,High,116446,1397.35
Rogue,Pro300,KTM,11,Medium,146262,1755.14
Storm,ZR700,Honda,7,Medium,181790,2181.48
Cruiser,Pro300,Yamaha,6,Low,110003,1320.04
Speedster,MX200,Honda,8,High,65499,785.99
Speedster,GT500,KTM,15,Medium,52295,627.54
Falcon,X100,BMW,15,Medium,148484,1781.81
Storm,Pro300,Hero,12,Medium,67273,807.28
Racer,GT500,KTM,9,High,123814,1485.77
Rogue,TX900,Honda,6,Medium,156419,1877.03
Speedster,MX200,Suzuki,9,Medium,144565,1734.78
Racer,X100,Suzuki,13,Medium,109861,1318.33
Storm,GT500,KTM,14,Low,148748,1784.98
Storm,TX900,Honda,15,High,92901,1114.81
Rogue,TX900,Suzuki,13,Low,140336,1684.03
Cruiser,GT500,BMW,11,Low,191581,2298.97
Racer,GT500,Suzuki,7,Medium,72397,868.76
Rogue,TX900,KTM,10,High,195981,2351.77
Cruiser,X100,Yamaha,8,Low,88061,1056.73
Storm,ZR700,Yamaha,8,Low,78746,944.95
Speedster,Pro300,Suzuki,9,Low,137671,1652.05
Falcon,TX900,BMW,15,High,175909,2110.91
Racer,X100,KTM,12,Low,67107,805.28
Speedster,TX900,Hero,11,High,162803,1953.64
Falcon,X100,Yamaha,11,High,150431,1805.17
Storm,X100,Honda,11,Medium,58580,702.96
Storm,ZR700,BMW,10,Medium,88782,1065.38
Storm,Pro300,Suzuki,5,Medium,62960,755.52
Storm,TX900,BMW,10,Medium,86195,1034.34
Racer,X100,KTM,14,Medium,70214,842.57
Cruiser,ZR700,Yamaha,7,Medium,184414,2212.97
Storm,GT500,Suzuki,13,High,60806,729.67
Rogue,X100,KTM,9,High,101030,1212.36
Falcon,Pro300,KTM,14,High,101074,1212.89
Storm,X100,BMW,12,High,189961,2279.53
Cruiser,X100,Yamaha,12,Medium,190891,2290.69
Falcon,GT500,Suzuki,15,Low,116584,1399.01
Rogue,TX900,Suzuki,5,High,95936,1151.23
Storm,Pro300,Yamaha,12,Medium,142544,1710.53
Falcon,ZR700,KTM,10,High,118851,1426.21
Rogue,TX900,Suzuki,8,Medium,63860,766.32
Falcon,MX200,Hero,8,Low,56952,683.42
Racer,ZR700,KTM,5,High,110165,1321.98
Racer,MX200,KTM,12,Medium,59629,715.55
Racer,TX900,Yamaha,9,Medium,52485,629.82
Speedster,TX900,BMW,15,High,112093,1345.12
Racer,TX900,Yamaha,11,Medium,143661,1723.93
Falcon,TX900,BMW,7,Low,137381,1648.57
Storm,TX900,Honda,13,High,108268,1299.22
Rogue,Pro300,Suzuki,7,High,70026,840.31
Speedster,GT500,Suzuki,5,Low,79740,956.88
Cruiser,X100,Suzuki,7,High,85146,1021.75
Storm,MX200,Yamaha,8,Medium,139502,1674.02
Cruiser,GT500,Honda,12,Low,160167,1922
Storm,GT500,Yamaha,7,Medium,173232,2078.78
Falcon,TX900,KTM,8,Medium,188756,2265.07
Falcon,X100,KTM,8,Medium,126745,1520.94
Cruiser,GT500,BMW,5,High,141830,1701.96
Racer,MX200,KTM,12,High,95974,1151.69
Falcon,TX900,KTM,7,Medium,60759,729.11
Falcon,TX900,Suzuki,7,Medium,153915,1846.98
Rogue,Pro300,Yamaha,13,Medium,114579,1374.95
Speedster,Pro300,BMW,11,Low,193065,2316.78
Cruiser,TX900,Yamaha,15,Medium,85816,1029.79
Falcon,TX900,KTM,14,Medium,153606,1843.27
Rogue,MX200,Suzuki,13,Low,110407,1324.88
Speedster,MX200,Suzuki,15,Medium,94995,1139.94
Speedster,TX900,KTM,8,Low,75802,909.62
Speedster,GT500,Suzuki,14,Medium,146718,1760.62
Rogue,TX900,Hero,12,High,165529,1986.35
Falcon,X100,BMW,9,Low,108060,1296.72
Cruiser,TX900,Yamaha,6,Medium,129212,1550.54
Storm,X100,KTM,10,High,199595,2395.14
Storm,Pro300,KTM,11,Low,67345,808.14
Rogue,X100,Suzuki,14,Medium,84823,1017.88
Racer,MX200,Yamaha,10,Low,145264,1743.17
Falcon,X100,Suzuki,14,Medium,161950,1943.4
Cruiser,MX200,BMW,6,High,151925,1823.1
Cruiser,MX200,Honda,9,Low,116718,1400.62
Cruiser,GT500,BMW,11,Medium,128724,1544.69
Storm,X100,BMW,12,Medium,90685,1088.22
Speedster,X100,KTM,5,High,144257,1731.08
Racer,X100,Yamaha,13,High,58722,704.66
Storm,X100,KTM,11,Medium,61180,734.16
Racer,ZR700,KTM,7,High,61011,732.13
Speedster,Pro300,Yamaha,8,High,53874,646.49
Speedster,MX200,Suzuki,13,High,70470,845.64
Rogue,Pro300,Honda,11,High,169257,2031.08
Storm,GT500,Yamaha,14,Medium,119304,1431.65
Falcon,X100,KTM,15,High,146046,1752.55
Rogue,ZR700,Hero,11,Medium,176269,2115.23
Speedster,X100,Yamaha,6,Low,165629,1987.55
Rogue,ZR700,Suzuki,13,High,168497,2021.96
Storm,X100,KTM,10,High,121201,1454.41
Falcon,MX200,KTM,7,Low,148867,1786.4
Racer,Pro300,Suzuki,11,Low,57590,691.08
Rogue,GT500,Honda,11,High,136092,1633.1
Falcon,GT500,BMW,14,Low,159008,1908.1
Cruiser,ZR700,Honda,11,Medium,149078,1788.94
Speedster,ZR700,Suzuki,8,Low,95645,1147.74
Rogue,X100,Suzuki,7,Low,113973,1367.68
Cruiser,MX200,Honda,5,High,166129,1993.55
Rogue,TX900,KTM,6,Low,108684,1304.21
Rogue,MX200,KTM,12,Low,187646,2251.75
Falcon,TX900,Yamaha,7,High,80488,965.86
Storm,Pro300,Yamaha,10,Medium,57221,686.65
Storm,X100,BMW,13,Medium,72189,866.27
Cruiser,GT500,BMW,10,High,87905,1054.86
Speedster,X100,Suzuki,10,Low,125222,1502.66
Racer,MX200,Yamaha,6,Low,103639,1243.67
Falcon,ZR700,KTM,6,Medium,75776,909.31
Cruiser,ZR700,Honda,6,Low,163342,1960.1
Racer,Pro300,Suzuki,9,Medium,66678,800.14
Falcon,MX200,Honda,11,High,63505,762.06
Storm,MX200,Yamaha,14,Medium,151233,1814.8
Cruiser,TX900,Yamaha,11,Low,151445,1817.34
Storm,TX900,BMW,13,High,188261,2259.13
Rogue,ZR700,Yamaha,8,Low,142739,1712.87
Rogue,MX200,Suzuki,14,High,151412,1816.94
Cruiser,ZR700,BMW,6,Low,164972,1979.66
Speedster,GT500,Hero,14,Medium,138364,1660.37
Storm,MX200,Yamaha,15,Medium,61219,734.63
Falcon,MX200,Honda,12,High,190589,2287.07
Racer,MX200,KTM,10,Medium,72145,865.74
Storm,X100,KTM,14,High,84093,1009.12
Falcon,ZR700,Suzuki,15,High,125544,1506.53
Rogue,TX900,Suzuki,14,Medium,75372,904.46
Speedster,X100,BMW,13,Low,54488,653.86
Rogue,Pro300,Hero,9,High,113678,1364.14
Racer,TX900,Yamaha,8,Low,63019,756.23
Speedster,GT500,Hero,5,High,130539,1566.47
Storm,TX900,BMW,6,High,121333,1456
Rogue,MX200,KTM,15,Medium,185643,2227.72
Rogue,GT500,Yamaha,10,Low,57369,688.43
Cruiser,TX900,BMW,10,Low,76856,922.27
Racer,X100,KTM,5,High,98551,1182.61
Rogue,Pro300,Yamaha,13,Low,53200,638.4
Storm,MX200,Yamaha,6,High,77000,924
Storm,X100,BMW,14,Low,58276,699.31
Racer,X100,KTM,11,Low,113933,1367.2
Racer,TX900,KTM,11,Low,146143,1753.72
Falcon,ZR700,Yamaha,13,Medium,75096,901.15
Speedster,GT500,KTM,5,Medium,70081,840.97
Racer,Pro300,Suzuki,15,High,124570,1494.84
Racer,X100,Hero,7,Low,98813,1185.76
Speedster,X100,Yamaha,12,High,96296,1155.55
Rogue,ZR700,Suzuki,10,Low,118560,1422.72
Cruiser,Pro300,Hero,10,High,120863,1450.36
Racer,Pro300,BMW,7,Low,165874,1990.49
Falcon,Pro300,Honda,12,Low,144918,1739.02
Cruiser,TX900,Honda,7,Low,181354,2176.25
Cruiser,Pro300,KTM,6,High,162209,1946.51
Cruiser,MX200,Hero,10,Low,192826,2313.91
Storm,ZR700,Hero,9,High,170789,2049.47
Rogue,GT500,BMW,10,High,158099,1897.19
Speedster,X100,Suzuki,11,Medium,50806,609.67
Storm,ZR700,Honda,6,Medium,64093,769.12
Cruiser,Pro300,Suzuki,9,Medium,198713,2384.56
Rogue,Pro300,KTM,7,Medium,66972,803.66
Rogue,TX900,BMW,11,Medium,122771,1473.25
Storm,Pro300,Hero,11,Low,112171,1346.05
Racer,MX200,BMW,10,Medium,161292,1935.5
Racer,GT500,KTM,13,Low,175616,2107.39
Storm,TX900,Yamaha,9,Low,191391,2296.69
Speedster,TX900,BMW,15,High,102951,1235.41
Storm,MX200,Suzuki,10,Low,185395,2224.74
Rogue,ZR700,Yamaha,8,Low,88011,1056.13
Rogue,Pro300,Yamaha,7,High,119166,1429.99
Speedster,GT500,BMW,10,High,126535,1518.42
Storm,X100,Honda,15,Medium,129599,1555.19
Rogue,GT500,Suzuki,11,Low,186071,2232.85
Racer,ZR700,BMW,7,Medium,196871,2362.45
Cruiser,MX200,Yamaha,10,Low,96623,1159.48
Speedster,X100,BMW,8,High,124814,1497.77
Storm,MX200,Suzuki,11,Medium,180988,2171.86
Speedster,MX200,BMW,11,Low,163144,1957.73
Speedster,TX900,Suzuki,6,Medium,161641,1939.69
Storm,Pro300,Suzuki,6,Medium,115071,1380.85
Speedster,GT500,Suzuki,8,Medium,149398,1792.78
Racer,X100,Honda,6,High,117448,1409.38
Racer,Pro300,KTM,5,Low,79694,956.33
Speedster,TX900,BMW,13,Medium,136651,1639.81
Falcon,ZR700,BMW,7,Medium,57484,689.81
Racer,MX200,Honda,11,High,80310,963.72
Cruiser,Pro300,BMW,7,High,78117,937.4
Rogue,GT500,Suzuki,13,Medium,86767,1041.2
Racer,Pro300,KTM,15,Medium,147975,1775.7
Speedster,Pro300,KTM,7,High,94723,1136.68
Rogue,ZR700,Yamaha,11,Low,85373,1024.48
Falcon,Pro300,Suzuki,12,Medium,59623,715.48
Speedster,ZR700,BMW,14,High,101151,1213.81
Racer,Pro300,Yamaha,15,High,104285,1251.42
Falcon,ZR700,KTM,14,Medium,75071,900.85
Speedster,ZR700,Hero,13,Low,119112,1429.34
Cruiser,ZR700,Yamaha,5,High,151589,1819.07
Cruiser,GT500,Honda,6,Medium,153627,1843.52
Speedster,TX900,BMW,6,Medium,170125,2041.5
Falcon,TX900,BMW,14,Low,87848,1054.18
Falcon,MX200,Honda,6,Low,126495,1517.94
Storm,X100,KTM,15,Low,92080,1104.96
Rogue,TX900,Hero,11,Low,80422,965.06
Speedster,TX900,Yamaha,12,High,198584,2383.01
Cruiser,GT500,KTM,13,Medium,102836,1234.03
Storm,GT500,BMW,7,High,177418,2129.02
Cruiser,GT500,Suzuki,10,Low,86834,1042.01
Storm,ZR700,BMW,12,Medium,176743,2120.92
Rogue,TX900,Hero,12,High,149180,1790.16
Rogue,ZR700,KTM,6,High,100224,1202.69
Falcon,Pro300,Yamaha,10,Medium,54160,649.92
Rogue,TX900,Honda,14,High,131920,1583.04
Falcon,GT500,Honda,6,High,169143,2029.72
Racer,GT500,Suzuki,12,Low,88708,1064.5
Cruiser,GT500,Hero,9,Medium,82664,991.97
Racer,X100,BMW,8,Medium,57553,690.64
Speedster,Pro300,Honda,5,High,131908,1582.9
Speedster,TX900,Hero,5,Medium,81490,977.88
Speedster,MX200,BMW,6,Medium,122574,1470.89
Racer,X100,BMW,5,High,176369,2116.43
Speedster,MX200,Hero,5,Medium,93353,1120.24
Falcon,ZR700,Hero,6,Low,65269,783.23
Falcon,TX900,Honda,6,Low,99740,1196.88
Speedster,X100,KTM,7,High,139160,1669.92
Racer,ZR700,Hero,7,Medium,131139,1573.67
Racer,GT500,Yamaha,15,Medium,182768,2193.22
Storm,TX900,KTM,15,Low,136975,1643.7
Rogue,GT500,KTM,13,Medium,101455,1217.46
Falcon,Pro300,KTM,6,High,151797,1821.56
Falcon,ZR700,Yamaha,7,Medium,158493,1901.92
Rogue,MX200,Suzuki,5,Low,118730,1424.76
Falcon,MX200,Honda,12,High,73950,887.4
Speedster,X100,BMW,13,Medium,112682,1352.18
Racer,TX900,Yamaha,9,Medium,169728,2036.74
Rogue,TX900,Suzuki,7,Low,152006,1824.07
Rogue,GT500,Honda,6,Low,170980,2051.76
Falcon,GT500,Suzuki,5,Medium,148851,1786.21
Racer,GT500,Yamaha,15,Medium,138216,1658.59
Cruiser,Pro300,Suzuki,8,Low,89425,1073.1
Speedster,TX900,Suzuki,10,Medium,128228,1538.74
Storm,MX200,Suzuki,5,High,107822,1293.86
Falcon,GT500,Hero,9,Low,113846,1366.15
Speedster,Pro300,Suzuki,15,Medium,60067,720.8
Racer,Pro300,Suzuki,14,Medium,176361,2116.33
Storm,TX900,Honda,14,Low,53911,646.93
Storm,MX200,Hero,9,Medium,107541,1290.49
Speedster,TX900,Suzuki,15,High,114747,1376.96
Storm,MX200,Suzuki,11,Medium,82289,987.47
Storm,X100,Honda,8,Medium,84203,1010.44
Speedster,X100,Suzuki,14,Low,75660,907.92
Cruiser,GT500,Honda,8,Medium,63141,757.69
Speedster,TX900,Honda,5,Medium,71696,860.35
