Bike Name,Model,Manufacturer,Avg Lifespan (years),Demand,Base Price (INR),Base Price (USD)
Speedster,GT500,Yamaha,15,Low,121612,1459.34
Rogue,GT500,Honda,6,Low,76051,912.61
Falcon,MX200,Hero,7,Medium,84676,1016.11
Falcon,Pro300,KTM,11,High,181760,2181.12
Storm,TX900,KTM,15,High,164386,1972.63
Racer,ZR700,Yamaha,6,High,114852,1378.22
Falcon,GT500,KTM,10,Low,178583,2143
Cruiser,GT500,Honda,7,High,139180,1670.16
Racer,TX900,Hero,15,Medium,160277,1923.32
Racer,MX200,Hero,7,Medium,174280,2091.36
Racer,TX900,Yamaha,15,Low,181041,2172.49
Falcon,TX900,Suzuki,10,Medium,183558,2202.7
Storm,TX900,KTM,15,Low,150536,1806.43
Racer,Pro300,Suzuki,13,Low,129557,1554.68
Rogue,Pro300,Hero,10,Low,58384,700.61
Cruiser,GT500,Suzuki,14,Medium,174146,2089.75
Cruiser,ZR700,KTM,8,Low,189992,2279.9
Rogue,TX900,BMW,5,Low,116787,1401.44
Rogue,MX200,Yamaha,12,Low,126711,1520.53
Cruiser,GT500,BMW,10,Medium,162013,1944.16
Rogue,TX900,Suzuki,10,High,58321,699.85
Cruiser,MX200,Hero,9,Low,54118,649.42
Rogue,GT500,Yamaha,15,Medium,147495,1769.94
Racer,X100,KTM,5,High,51550,618.6
Storm,MX200,KTM,8,Low,177921,2135.05
Cruiser,GT500,Suzuki,14,Medium,51884,622.61
Racer,MX200,Suzuki,6,High,130523,1566.28
Racer,X100,BMW,8,Medium,100103,1201.24
Cruiser,MX200,Honda,7,High,120405,1444.86
Rogue,MX200,BMW,13,High,120823,1449.88
Racer,ZR700,Suzuki,7,Medium,54572,654.86
Rogue,GT500,Honda,13,Medium,179801,2157.61
Cruiser,GT500,BMW,5,High,130562,1566.74
Racer,GT500,Honda,15,Low,82802,993.62
Storm,X100,Yamaha,11,High,58622,703.46
Storm,TX900,Hero,7,Medium,107245,1286.94
Falcon,TX900,Honda,14,High,173900,2086.8
Rogue,MX200,Honda,13,Medium,157101,1885.21
Rogue,TX900,BMW,15,Medium,107171,1286.05
Racer,MX200,Suzuki,13,Low,65500,786
Storm,TX900,Suzuki,12,Medium,85680,1028.16
Racer,GT500,BMW,13,Low,100341,1204.09
Storm,Pro300,KTM,13,Low,168924,2027.09
Speedster,MX200,Suzuki,14,Low,149563,1794.76
Speedster,GT500,KTM,7,Medium,82056,984.67
Cruiser,MX200,BMW,12,Low,159928,1919.14
Rogue,X100,Honda,13,Low,52318,627.82
Cruiser,TX900,BMW,9,Medium,50976,611.71
Storm,Pro300,Honda,9,Medium,100376,1204.51
Speedster,Pro300,BMW,7,High,67952,815.42
Racer,GT500,Suzuki,5,Low,154071,1848.85
Cruiser,MX200,Honda,10,Low,146021,1752.25
Cruiser,Pro300,Yamaha,8,High,74002,888.02
Falcon,ZR700,Suzuki,6,Low,59092,709.1
Storm,ZR700,Hero,7,Medium,189002,2268.02
Speedster,MX200,Hero,9,High,54394,652.73
Speedster,X100,Suzuki,7,Low,110836,1330.03
Storm,Pro300,Hero,13,High,157850,1894.2
Rogue,TX900,Suzuki,13,Medium,84207,1010.48
Rogue,GT500,BMW,13,Low,179499,2153.99
Storm,TX900,Yamaha,13,Low,129226,1550.71
Cruiser,GT500,Honda,5,High,56017,672.2
Racer,GT500,Suzuki,9,Low,159668,1916.02
Speedster,TX900,BMW,10,Low,76244,914.93
Falcon,Pro300,Yamaha,10,Low,117269,1407.23
Speedster,GT500,BMW,5,Medium,107023,1284.28
Falcon,MX200,KTM,13,Low,81540,978.48
Falcon,MX200,BMW,13,Low,175158,2101.9
Speedster,GT500,Yamaha,8,High,139922,1679.06
Speedster,MX200,Hero,5,High,79064,948.77
Falcon,ZR700,Honda,10,Low,93003,1116.04
Storm,TX900,Yamaha,10,Low,102476,1229.71
Cruiser,Pro300,Hero,5,Medium,94422,1133.06
Cruiser,GT500,Honda,11,High,105500,1266
Falcon,Pro300,Hero,5,Medium,53740,644.88
Racer,X100,KTM,12,High,168983,2027.8
Falcon,TX900,Hero,15,Low,131791,1581.49
Rogue,ZR700,KTM,7,Medium,172039,2064.47
Racer,MX200,BMW,7,Medium,116060,1392.72
Racer,ZR700,Suzuki,7,High,159693,1916.32
Storm,ZR700,KTM,8,High,141380,1696.56
Falcon,ZR700,Honda,6,Medium,75692,908.3
Cruiser,TX900,BMW,7,High,68338,820.06
Storm,TX900,Suzuki,5,Low,141627,1699.52
Cruiser,GT500,Suzuki,5,Medium,196012,2352.14
Falcon,MX200,Honda,12,High,162424,1949.09
Storm,X100,KTM,12,Low,171863,2062.36
Cruiser,MX200,Suzuki,15,High,87762,1053.14
Cruiser,Pro300,KTM,13,Medium,166645,1999.74
Storm,Pro300,Yamaha,15,Low,119281,1431.37
Storm,TX900,KTM,11,High,111458,1337.5
Speedster,X100,BMW,11,Low,197742,2372.9
Speedster,MX200,Hero,13,High,54349,652.19
Cruiser,TX900,BMW,8,High,94518,1134.22
Falcon,TX900,Suzuki,15,High,192217,2306.6
Rogue,TX900,Hero,13,Low,136119,1633.43
Racer,X100,Yamaha,12,High,87092,1045.1
Cruiser,GT500,Yamaha,10,Low,174051,2088.61
Speedster,Pro300,Yamaha,8,High,196041,2352.49
Racer,ZR700,Yamaha,8,Low,180561,2166.73
Falcon,Pro300,Suzuki,12,Medium,183910,2206.92
Storm,GT500,Honda,14,Low,89233,1070.8
Racer,MX200,Suzuki,11,Low,81299,975.59
Racer,TX900,Suzuki,15,High,188479,2261.75
Falcon,ZR700,Hero,12,Low,81091,973.09
Speedster,Pro300,Yamaha,5,Medium,118113,1417.36
Rogue,X100,Honda,10,Low,115035,1380.42
Racer,MX200,Yamaha,10,Medium,66737,800.84
Rogue,TX900,Hero,12,High,176172,2114.06
Racer,X100,Hero,7,High,124208,1490.5
Storm,TX900,Yamaha,5,Medium,88352,1060.22
Cruiser,TX900,Yamaha,6,Low,191637,2299.64
Storm,TX900,Yamaha,15,High,182879,2194.55
Falcon,GT500,KTM,9,Low,53873,646.48
Cruiser,TX900,Suzuki,6,High,164085,1969.02
Storm,MX200,BMW,10,Low,137510,1650.12
Falcon,Pro300,Honda,10,Medium,114323,1371.88
Storm,Pro300,Yamaha,13,Medium,154356,1852.27
Cruiser,TX900,KTM,6,High,131204,1574.45
Speedster,ZR700,Yamaha,12,High,137007,1644.08
Racer,MX200,Hero,7,Medium,168293,2019.52
Racer,GT500,Yamaha,14,Low,54074,648.89
Speedster,TX900,Yamaha,8,Low,167622,2011.46
Speedster,MX200,KTM,11,Medium,55065,660.78
Speedster,ZR700,KTM,9,Medium,72846,874.15
Speedster,Pro300,Hero,12,Low,147376,1768.51
Cruiser,MX200,KTM,6,Medium,178458,2141.5
Storm,X100,Hero,11,Low,90385,1084.62
Rogue,X100,Suzuki,10,Medium,168858,2026.3
Racer,ZR700,KTM,14,High,81621,979.45
Speedster,TX900,Suzuki,15,Medium,75084,901.01
Falcon,ZR700,Yamaha,15,Low,175698,2108.38
Cruiser,MX200,Yamaha,11,Low,67302,807.62
Falcon,GT500,Honda,10,Medium,145021,1740.25
Racer,Pro300,KTM,10,High,51996,623.95
Storm,ZR700,Honda,12,High,95875,1150.5
Cruiser,X100,Honda,6,High,52646,631.75
Speedster,TX900,Yamaha,11,Medium,131132,1573.58
Rogue,X100,Honda,6,Medium,130974,1571.69
Speedster,TX900,Honda,14,High,178786,2145.43
Rogue,Pro300,Suzuki,5,Medium,55026,660.31
Speedster,ZR700,Hero,15,High,146152,1753.82
Rogue,X100,Yamaha,15,High,83526,1002.31
Cruiser,ZR700,Honda,6,Low,81694,980.33
Racer,TX900,Yamaha,15,High,103017,1236.2
Falcon,X100,Honda,6,High,96154,1153.85
Falcon,Pro300,Yamaha,5,Medium,169694,2036.33
Storm,Pro300,Suzuki,6,High,183295,2199.54
Cruiser,TX900,Suzuki,8,High,190062,2280.74
Falcon,MX200,BMW,5,Medium,187219,2246.63
Storm,GT500,Yamaha,7,Low,109142,1309.7
Speedster,MX200,Honda,15,High,72327,867.92
Falcon,GT500,Honda,10,High,184790,2217.48
Falcon,MX200,KTM,13,Medium,142714,1712.57
Racer,ZR700,KTM,6,Medium,65971,791.65
Cruiser,TX900,Honda,8,Low,103046,1236.55
Cruiser,Pro300,Honda,7,Medium,198883,2386.6
Rogue,Pro300,Hero,13,Low,50776,609.31
Racer,GT500,KTM,14,Medium,78811,945.73
Falcon,TX900,Suzuki,9,Medium,167903,2014.84
Storm,MX200,KTM,6,High,71793,861.52
Cruiser,X100,Suzuki,6,Medium,144023,1728.28
Falcon,GT500,BMW,10,Low,139049,1668.59
Rogue,ZR700,KTM,8,Medium,167592,2011.1
Storm,Pro300,Hero,6,Medium,140149,1681.79
Falcon,MX200,Honda,9,High,166510,1998.12
Racer,GT500,BMW,13,High,78873,946.48
Rogue,GT500,Honda,14,Medium,172532,2070.38
Racer,Pro300,Yamaha,8,Medium,111917,1343
Storm,ZR700,KTM,14,Low,134515,1614.18
Rogue,MX200,Honda,7,High,116770,1401.24
Falcon,Pro300,Yamaha,7,Medium,58327,699.92
Racer,ZR700,Yamaha,10,Low,157526,1890.31
Rogue,GT500,Honda,8,High,193136,2317.63
Cruiser,Pro300,BMW,6,Medium,149281,1791.37
Storm,X100,Suzuki,9,Low,102286,1227.43
Rogue,Pro300,BMW,12,High,91931,1103.17
Rogue,ZR700,Yamaha,9,High,180814,2169.77
Rogue,MX200,BMW,8,Medium,117445,1409.34
Falcon,X100,KTM,13,Medium,73505,882.06
Speedster,MX200,KTM,7,High,107593,1291.12
Rogue,MX200,KTM,15,High,118531,1422.37
Storm,GT500,Honda,11,Low,107281,1287.37
Rogue,TX900,KTM,10,Low,52855,634.26
Storm,MX200,Yamaha,12,High,63358,760.3
Rogue,ZR700,Suzuki,12,Medium,194350,2332.2
Cruiser,TX900,BMW,13,Low,97019,1164.23
Speedster,ZR700,BMW,15,High,90290,1083.48
Falcon,TX900,Yamaha,5,Medium,79649,955.79
Falcon,GT500,Yamaha,14,Medium,116090,1393.08
Rogue,Pro300,Honda,10,High,93298,1119.58
Cruiser,X100,Yamaha,11,Medium,86842,1042.1
Rogue,GT500,BMW,6,Medium,180869,2170.43
Storm,TX900,Honda,14,Medium,107667,1292
Storm,Pro300,Honda,13,Low,170554,2046.65
Falcon,ZR700,KTM,14,High,55600,667.2
Storm,ZR700,BMW,12,Low,182786,2193.43
Speedster,Pro300,BMW,13,Low,133527,1602.32
Speedster,MX200,Hero,7,Medium,125535,1506.42
Speedster,MX200,Honda,9,High,90328,1083.94
Storm,Pro300,Yamaha,11,Low,177983,2135.8
Cruiser,Pro300,Hero,9,Low,135811,1629.73
Racer,Pro300,KTM,6,High,65295,783.54
Rogue,ZR700,BMW,10,High,78952,947.42
Cruiser,X100,Suzuki,5,Low,78557,942.68
Cruiser,GT500,BMW,11,High,52407,628.88
Storm,TX900,Suzuki,10,High,159721,1916.65
Rogue,ZR700,KTM,6,High,50284,603.41
Speedster,GT500,Suzuki,13,Low,68403,820.84
Storm,X100,Yamaha,5,Medium,132152,1585.82
Rogue,GT500,BMW,5,High,94270,1131.24
Racer,TX900,BMW,6,Low,90623,1087.48
Racer,MX200,Yamaha,6,High,109518,1314.22
Cruiser,TX900,KTM,11,High,101264,1215.17
Falcon,GT500,Yamaha,11,High,182952,2195.42
Cruiser,X100,Suzuki,15,Medium,195864,2350.37
Speedster,TX900,Yamaha,11,Medium,59344,712.13
Rogue,ZR700,Honda,8,High,79637,955.64
Storm,Pro300,Hero,15,High,181603,2179.24
Speedster,ZR700,KTM,7,High,132471,1589.65
Rogue,Pro300,Yamaha,15,Medium,126663,1519.96
Rogue,TX900,Suzuki,15,Medium,50335,604.02
Rogue,TX900,Suzuki,7,High,184994,2219.93
Racer,ZR700,KTM,11,Low,150183,1802.2
Speedster,MX200,KTM,15,Low,139638,1675.66
Speedster,X100,Yamaha,8,High,187455,2249.46
Storm,TX900,Yamaha,10,High,167581,2010.97
Racer,MX200,Honda,12,Medium,80508,966.1
Rogue,ZR700,KTM,11,Medium,111062,1332.74
Rogue,ZR700,KTM,5,High,162522,1950.26
Falcon,MX200,Yamaha,6,High,116853,1402.24
Falcon,ZR700,BMW,8,Medium,164761,1977.13
Cruiser,Pro300,BMW,10,High,193609,2323.31
Speedster,X100,Hero,14,Medium,76430,917.16
Storm,TX900,KTM,7,Medium,170506,2046.07
Storm,ZR700,Suzuki,15,High,107305,1287.66
Cruiser,X100,BMW,5,Medium,143181,1718.17
Racer,TX900,Yamaha,11,Medium,129718,1556.62
Rogue,MX200,BMW,14,High,163711,1964.53
Speedster,ZR700,Hero,15,High,168039,2016.47
Falcon,GT500,BMW,11,Low,118351,1420.21
Speedster,GT500,Honda,12,Medium,80196,962.35
Storm,GT500,Suzuki,10,Medium,173313,2079.76
Racer,Pro300,Suzuki,12,High,142448,1709.38
Speedster,GT500,Yamaha,6,Medium,145100,1741.2
Speedster,Pro300,Suzuki,9,Medium,53370,640.44
Racer,GT500,Suzuki,13,High,96210,1154.52
Speedster,X100,Honda,14,Low,54646,655.75
Speedster,X100,Hero,7,Medium,175231,2102.77
Cruiser,MX200,Honda,9,High,138125,1657.5
Cruiser,GT500,Hero,13,High,124969,1499.63
Rogue,GT500,KTM,5,Low,185198,2222.38
Storm,GT500,KTM,9,High,139453,1673.44
Cruiser,GT500,BMW,7,High,116874,1402.49
Cruiser,TX900,Yamaha,12,Low,78400,940.8
Speedster,GT500,Yamaha,10,Medium,167167,2006
Cruiser,GT500,KTM,15,High,89012,1068.14
Speedster,ZR700,Honda,7,Medium,105565,1266.78
Rogue,GT500,Yamaha,13,Medium,117258,1407.1
Cruiser,X100,BMW,8,High,93100,1117.2
Storm,MX200,Yamaha,8,Low,53814,645.77
Racer,X100,Yamaha,12,Low,57647,691.76
Rogue,MX200,Hero,11,Low,87826,1053.91
Rogue,GT500,Honda,8,Medium,166825,2001.9
Rogue,Pro300,KTM,11,Low,80216,962.59
Storm,Pro300,Yamaha,5,Low,112639,1351.67
Racer,X100,Honda,9,Medium,186051,2232.61
Cruiser,MX200,BMW,11,Low,61540,738.48
Falcon,TX900,Suzuki,14,High,99241,1190.89
Speedster,TX900,Honda,10,Medium,59617,715.4
Storm,X100,Suzuki,15,Low,59148,709.78
Racer,X100,Suzuki,10,Medium,112822,1353.86
Speedster,X100,BMW,13,Medium,170360,2044.32
Storm,MX200,Yamaha,5,Medium,183506,2202.07
Falcon,TX900,KTM,12,Medium,89513,1074.16
Speedster,ZR700,Hero,12,High,56940,683.28
Falcon,X100,Suzuki,10,Medium,67786,813.43
Falcon,Pro300,Yamaha,11,High,139795,1677.54
Cruiser,Pro300,Honda,5,Medium,88624,1063.49
Speedster,X100,Hero,15,High,189220,2270.64
Storm,GT500,Hero,15,High,159725,1916.7
Racer,Pro300,Hero,15,Medium,193715,2324.58
Falcon,MX200,KTM,9,Medium,199161,2389.93
Cruiser,TX900,Honda,9,Low,54656,655.87
Racer,TX900,Hero,5,Medium,169057,2028.68
Falcon,ZR700,Yamaha,15,Medium,123653,1483.84
Falcon,Pro300,KTM,13,High,129141,1549.69
Racer,GT500,KTM,6,Low,113671,1364.05
Rogue,MX200,BMW,9,High,138301,1659.61
Falcon,Pro300,BMW,9,Low,164353,1972.24
Rogue,Pro300,Yamaha,6,High,80409,964.91
Rogue,ZR700,Yamaha,6,High,158332,1899.98
Storm,TX900,Honda,14,Low,142075,1704.9
Falcon,ZR700,Honda,5,High,155530,1866.36
Rogue,TX900,BMW,8,Medium,81743,980.92
Storm,Pro300,Suzuki,13,Medium,107875,1294.5
Speedster,ZR700,Hero,5,Low,195687,2348.24
Cruiser,MX200,Honda,15,High,110835,1330.02
Speedster,MX200,Yamaha,6,Low,189091,2269.09
Falcon,X100,Hero,10,Low,181478,2177.74
Storm,MX200,Yamaha,11,Medium,121002,1452.02
Racer,MX200,KTM,14,Low,157877,1894.52
Storm,MX200,Honda,11,Medium,53940,647.28
Speedster,MX200,Honda,7,High,185039,2220.47
Racer,MX200,Honda,9,Low,91407,1096.88
Rogue,Pro300,Hero,9,Medium,166276,1995.31
Racer,Pro300,KTM,8,Low,103182,1238.18
Cruiser,GT500,Honda,11,High,191498,2297.98
Falcon,ZR700,Hero,12,Low,151477,1817.72
Cruiser,MX200,Suzuki,5,Low,98244,1178.93
Rogue,TX900,Hero,5,Low,96217,1154.6
Cruiser,MX200,Hero,7,Medium,158647,1903.76
Racer,Pro300,Yamaha,13,Low,77515,930.18
Racer,ZR700,KTM,12,Low,191876,2302.51
Racer,MX200,Suzuki,10,Medium,65395,784.74
Storm,GT500,Honda,11,Low,99441,1193.29
Racer,X100,BMW,9,High,179285,2151.42
Speedster,ZR700,Hero,14,Low,182514,2190.17
Rogue,X100,Hero,14,High,83628,1003.54
Rogue,TX900,Suzuki,8,Low,77174,926.09
Cruiser,TX900,Suzuki,11,Medium,69593,835.12
Storm,GT500,BMW,5,Low,112265,1347.18
Rogue,TX900,Hero,14,Low,195330,2343.96
Racer,TX900,Yamaha,15,High,188508,2262.1
Falcon,Pro300,Yamaha,5,Low,159414,1912.97
Falcon,GT500,KTM,12,High,133276,1599.31
Falcon,MX200,Yamaha,5,Low,160583,1927
Speedster,GT500,KTM,11,Low,69234,830.81
Speedster,X100,Suzuki,7,Low,50561,606.73
Storm,GT500,Suzuki,13,Medium,106630,1279.56
Storm,GT500,Honda,8,Medium,64671,776.05
Rogue,MX200,Suzuki,13,High,173534,2082.41
Storm,Pro300,KTM,14,Medium,113045,1356.54
Storm,GT500,BMW,10,Low,82799,993.59
Racer,X100,Yamaha,13,Medium,73004,876.05
Racer,GT500,Honda,5,Low,70372,844.46
Storm,MX200,BMW,10,Medium,156432,1877.18
Racer,MX200,Suzuki,13,Medium,138237,1658.84
Cruiser,Pro300,Hero,11,Low,120737,1448.84
Racer,Pro300,KTM,13,High,89570,1074.84
Storm,TX900,KTM,6,Low,91125,1093.5
Cruiser,Pro300,BMW,9,High,110263,1323.16
Storm,TX900,Honda,15,Low,157366,1888.39
Storm,X100,Yamaha,13,Medium,89158,1069.9
Cruiser,MX200,BMW,13,High,72182,866.18
Storm,MX200,Suzuki,10,High,196849,2362.19
Falcon,GT500,BMW,10,High,119021,1428.25
Falcon,X100,Hero,5,High,65145,781.74
Speedster,TX900,Honda,7,High,147410,1768.92
Storm,GT500,Yamaha,8,Medium,176885,2122.62
Storm,Pro300,Hero,15,Medium,161297,1935.56
Racer,TX900,BMW,12,Low,147168,1766.02
Rogue,X100,BMW,5,High,117571,1410.85
Cruiser,X100,Hero,15,High,177737,2132.84
Racer,X100,Honda,11,Medium,197621,2371.45
Racer,ZR700,BMW,12,High,100696,1208.35
Falcon,GT500,KTM,5,Low,124068,1488.82
Rogue,TX900,BMW,9,Medium,104652,1255.82
Cruiser,X100,BMW,14,Low,67544,810.53
Racer,Pro300,Suzuki,6,Low,161714,1940.57
Rogue,Pro300,Honda,8,Medium,153867,1846.4
Rogue,X100,Honda,6,Low,101892,1222.7
Cruiser,TX900,Yamaha,15,High,169108,2029.3
Speedster,MX200,BMW,14,Medium,181174,2174.09
Racer,Pro300,KTM,14,Medium,176127,2113.52
Storm,MX200,KTM,11,Low,182064,2184.77
Falcon,GT500,Yamaha,8,High,144037,1728.44
Racer,TX900,KTM,9,Medium,90269,1083.23
Racer,ZR700,Hero,6,Medium,190036,2280.43
Storm,TX900,Honda,11,Medium,141201,1694.41
Speedster,MX200,KTM,9,High,158949,1907.39
Speedster,MX200,Suzuki,7,High,125431,1505.17
Cruiser,ZR700,Suzuki,9,Medium,88163,1057.96
Cruiser,MX200,KTM,13,Medium,193254,2319.05
Rogue,ZR700,Suzuki,6,Low,187745,2252.94
Falcon,GT500,Hero,10,Low,160368,1924.42
Falcon,X100,Hero,7,Medium,179497,2153.96
Speedster,MX200,KTM,12,Medium,74829,897.95
Cruiser,MX200,KTM,10,Low,119508,1434.1
Falcon,ZR700,Hero,5,Low,102645,1231.74
Falcon,GT500,BMW,10,Medium,84420,1013.04
Racer,Pro300,Hero,8,Low,145164,1741.97
Racer,GT500,Honda,12,Low,127776,1533.31
Racer,GT500,BMW,8,High,173973,2087.68
Cruiser,GT500,KTM,14,Medium,143128,1717.54
Speedster,TX900,Honda,10,High,127100,1525.2
Speedster,GT500,Yamaha,5,High,147529,1770.35
Storm,Pro300,Yamaha,14,Medium,135478,1625.74
Speedster,MX200,Yamaha,9,Medium,168007,2016.08
Racer,TX900,KTM,12,Low,101142,1213.7
Falcon,ZR700,Yamaha,13,Low,99206,1190.47
Rogue,X100,BMW,11,Medium,151045,1812.54
Cruiser,ZR700,Honda,14,Medium,164759,1977.11
Rogue,ZR700,Honda,5,Medium,160800,1929.6
Speedster,GT500,BMW,15,Low,94473,1133.68
Racer,Pro300,KTM,7,High,55129,661.55
Rogue,ZR700,KTM,8,High,124634,1495.61
Falcon,TX900,Suzuki,9,High,129187,1550.24
Speedster,Pro300,Honda,11,Low,77688,932.26
Racer,Pro300,Hero,15,Low,153710,1844.52
Cruiser,ZR700,KTM,6,High,107379,1288.55
Speedster,GT500,Yamaha,9,High,88569,1062.83
Speedster,Pro300,BMW,14,Medium,182735,2192.82
Cruiser,Pro300,Yamaha,15,Low,155838,1870.06
Falcon,GT500,Suzuki,10,Low,106305,1275.66
Racer,MX200,Hero,14,Medium,94818,1137.82
Storm,MX200,Hero,13,Medium,89653,1075.84
Cruiser,GT500,KTM,12,High,119838,1438.06
Racer,TX900,Honda,9,High,118320,1419.84
Storm,Pro300,Suzuki,9,Medium,187078,2244.94
Storm,ZR700,Yamaha,6,Low,143778,1725.34
Rogue,TX900,Hero,11,High,84205,1010.46
Rogue,GT500,Honda,7,Low,175332,2103.98
Falcon,Pro300,Suzuki,11,Medium,132528,1590.34
Storm,Pro300,Yamaha,10,Medium,77739,932.87
Cruiser,X100,Suzuki,5,High,70354,844.25
Speedster,TX900,Suzuki,15,Low,147086,1765.03
Rogue,X100,Yamaha,12,Medium,119400,1432.8
Rogue,Pro300,Honda,10,Low,124130,1489.56
Racer,MX200,BMW,11,Low,132377,1588.52
Rogue,Pro300,Yamaha,14,High,148086,1777.03
Rogue,ZR700,BMW,8,Low,140258,1683.1
Cruiser,MX200,BMW,10,Low,84954,1019.45
Racer,ZR700,KTM,13,Low,74108,889.3
Rogue,ZR700,Yamaha,11,Low,62763,753.16
Cruiser,MX200,Yamaha,8,High,82575,990.9
Speedster,MX200,Hero,10,High,54441,653.29
Cruiser,GT500,KTM,12,Medium,123183,1478.2
Cruiser,ZR700,Yamaha,15,Low,100653,1207.84
Falcon,GT500,Honda,10,Low,144856,1738.27
Cruiser,Pro300,Honda,13,Low,66351,796.21
Racer,MX200,BMW,7,Low,54627,655.52
Rogue,TX900,Yamaha,11,Low,80160,961.92
Speedster,X100,Yamaha,9,Medium,58621,703.45
Storm,ZR700,BMW,6,Low,95827,1149.92
Speedster,ZR700,Hero,9,High,170154,2041.85
Speedster,ZR700,Yamaha,5,Low,136376,1636.51
Speedster,Pro300,Hero,7,Medium,146799,1761.59
Racer,Pro300,Honda,10,High,67065,804.78
Racer,X100,KTM,11,High,158045,1896.54
Racer,TX900,Suzuki,9,High,157783,1893.4
Speedster,TX900,Honda,12,High,105882,1270.58
Falcon,GT500,Hero,15,Medium,88734,1064.81
Storm,GT500,Yamaha,10,Low,108300,1299.6
Cruiser,ZR700,BMW,7,High,104229,1250.75
Storm,GT500,Suzuki,12,Medium,139217,1670.6
Storm,ZR700,Hero,5,Low,123475,1481.7
Falcon,GT500,Yamaha,9,High,56614,679.37
Speedster,ZR700,Hero,6,High,99483,1193.8
Storm,GT500,Honda,13,High,52853,634.24
Rogue,Pro300,Suzuki,8,Medium,101261,1215.13
Storm,GT500,Yamaha,8,High,175439,2105.27
Speedster,X100,BMW,15,Low,71017,852.2
Speedster,GT500,Honda,6,Medium,53397,640.76
Speedster,TX900,Yamaha,13,High,152978,1835.74
Rogue,GT500,Yamaha,14,High,170228,2042.74
Speedster,TX900,Suzuki,10,Low,131172,1574.06
Racer,GT500,Honda,15,High,113700,1364.4
Speedster,X100,Yamaha,5,High,118805,1425.66
Cruiser,TX900,Suzuki,12,Medium,74051,888.61
Cruiser,TX900,Honda,6,Low,142410,1708.92
Racer,X100,Yamaha,10,High,185261,2223.13
Speedster,Pro300,KTM,13,Medium,151485,1817.82
Rogue,GT500,Hero,10,Low,145219,1742.63
Speedster,MX200,KTM,5,Low,162193,1946.32
Cruiser,TX900,KTM,12,Low,131211,1574.53
Storm,GT500,BMW,6,Medium,181653,2179.84
Falcon,GT500,Honda,6,High,62943,755.32
Rogue,X100,KTM,6,Medium,125421,1505.05
Storm,GT500,Suzuki,8,Low,138658,1663.9
Racer,ZR700,Suzuki,11,High,199257,2391.08
Rogue,X100,KTM,12,Low,176725,2120.7
Cruiser,GT500,Hero,8,Medium,191437,2297.24
Cruiser,GT500,Suzuki,15,Low,55751,669.01
Cruiser,X100,Hero,11,High,196939,2363.27
Rogue,ZR700,Hero,8,High,137477,1649.72
Rogue,X100,Yamaha,13,Low,183277,2199.32
Storm,TX900,KTM,14,Medium,175043,2100.52
Racer,ZR700,Hero,11,Medium,60325,723.9
Racer,X100,BMW,9,Medium,133216,1598.59
Racer,TX900,KTM,12,High,164432,1973.18
Storm,ZR700,Honda,14,High,192614,2311.37
Storm,Pro300,Yamaha,15,High,81515,978.18
Racer,MX200,Honda,5,High,198026,2376.31
Speedster,TX900,Yamaha,14,High,100524,1206.29
Falcon,Pro300,Honda,5,Low,110306,1323.67
Racer,Pro300,Honda,13,High,139536,1674.43
Racer,X100,Yamaha,8,High,61555,738.66
Rogue,GT500,Hero,6,Medium,190465,2285.58
Rogue,ZR700,KTM,15,High,113031,1356.37
Racer,X100,BMW,8,Low,127094,1525.13
Storm,ZR700,BMW,8,High,92475,1109.7
Racer,X100,Yamaha,9,Medium,83896,1006.75
Cruiser,TX900,Hero,8,Medium,165039,1980.47
Cruiser,Pro300,BMW,11,High,145992,1751.9
Cruiser,GT500,BMW,9,Low,82615,991.38
Rogue,TX900,Honda,9,Low,144975,1739.7
Falcon,X100,Hero,10,Medium,52343,628.12
Speedster,MX200,Hero,12,Medium,187870,2254.44
Storm,GT500,BMW,13,Medium,61998,743.98
Speedster,GT500,Yamaha,7,Low,68498,821.98
Cruiser,TX900,Yamaha,6,Medium,190202,2282.42
